rule_id,supplement_category,target_goal,ingredient_keyword,form,recommended_time,with_meal,frequency_per_day,dose_instruction,duration_weeks,avoid_with,spacing_rule,safety_note,tracking_frequency,expected_result_window,adherence_tip
SR0108,Digestive,Skin Health,bifidobacterium,gel,Before meal,Optional,1,Follow label dosage,8,Stop if severe stomach discomfort occurs,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Weekly,2-6 weeks for digestive support,Set a daily reminder in the app
SR0109,BCAA,General Wellness,leucine,gel,Before workout,Optional,1,1 scoop with water,8,Use carefully with liver/kidney conditions,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Every 2 days,2-6 weeks for recovery support,Log missed doses honestly
SR0110,Mineral,Heart Health,iron,liquid,Night,No,1,1 capsule daily,12,Separate calcium/iron from levothyroxine by 4 hours,"Keep 2 hours away from calcium, tea, or coffee",Decision-support only; consult a healthcare professional if taking medications or having a disease.,Every 2 days,8-12 weeks for deficiency support,Take it at the same time every day
SR0111,Digestive,Fat Loss,probiotic,tablet,Before breakfast,Optional,1,1 capsule before meal,4,Stop if severe stomach discomfort occurs,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Daily,2-6 weeks for digestive support,Stop and report side effects
SR0112,Digestive,Body Building,digestive enzymes,softgel,Before breakfast,No,1,Follow label dosage,12,Stop if severe stomach discomfort occurs,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Weekly,2-6 weeks for digestive support,Stop and report side effects
SR0113,Protein,Fat Loss,pea protein,powder,After workout,Yes,2,1 serving after workout,12,Avoid excessive intake with kidney disease,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Every 2 days,4-8 weeks for recovery improvement,Log missed doses honestly
SR0114,BCAA,Recovery,valine,gel,Before workout,No,1,1 serving during workout,8,Avoid duplicate amino acid products,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Every 2 days,2-6 weeks for recovery support,Stop and report side effects
SR0115,Vitamin,Heart Health,vitamin b complex,gel,After breakfast,Yes,1,Follow label dosage,8,Avoid exceeding daily upper limit,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Daily,4-12 weeks for wellness support,Log missed doses honestly
SR0116,BCAA,Skin Health,leucine,liquid,During workout,Optional,1,1 serving during workout,6,Avoid duplicate amino acid products,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Daily,2-6 weeks for recovery support,Stop and report side effects
SR0117,Collagen Protein,General Wellness,vitamin c,powder,Night,Yes,1,1 serving with water,16,Check allergy source such as fish/bovine collagen,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Every 2 days,8-12 weeks for skin/joint support,Log missed doses honestly
SR0118,Vitamin,Muscle Gain,vitamin d,tablet,Morning,Yes,1,1 capsule daily,12,Avoid exceeding daily upper limit,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Every 2 days,4-12 weeks for wellness support,Set a daily reminder in the app
SR0119,General Wellness,Heart Health,electrolytes,capsule,After breakfast,Yes,2,1 tablet daily,8,Do not combine duplicate ingredients,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Daily,4-8 weeks for general wellness support,Set a daily reminder in the app
SR0120,Omega-3,Heart Health,epa dha,gel,After lunch,Yes,1,1-2 softgels daily with food,8,Consult doctor before surgery,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Weekly,8-12 weeks for heart health support,Log missed doses honestly
SR0121,Omega-3,Body Building,fish oil,tablet,After dinner,Yes,1,1 softgel after meal,16,Consult doctor before surgery,Use caution with blood-thinning medication,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Daily,8-12 weeks for heart health support,Log missed doses honestly
SR0122,Vitamin,Strength,vitamin c,gel,Morning,Yes,1,1 capsule daily,12,Check duplicate vitamins from other products,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Weekly,4-12 weeks for wellness support,Log missed doses honestly
SR0123,Joint Support,Heart Health,turmeric,tablet,Morning,Yes,1,1-2 capsules daily with meal,16,Check shellfish allergy for glucosamine,Use caution with blood-thinning medication,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Daily,8-12 weeks for joint comfort support,Log missed doses honestly
SR0124,BCAA,Body Building,leucine,tablet,After workout,No,1,1 serving during workout,6,Avoid duplicate amino acid products,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Daily,2-6 weeks for recovery support,Log missed doses honestly
SR0125,General Wellness,Digestive Health,greens blend,softgel,Evening,Optional,1,1 serving daily,8,Check medication conflicts and allergies,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Daily,4-8 weeks for general wellness support,Log missed doses honestly
SR0126,Mineral,Fat Loss,zinc,softgel,Between meals,No,2,1 capsule daily,8,Do not take iron with calcium or tea,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Daily,8-12 weeks for deficiency support,Review progress weekly
SR0127,Collagen Protein,Fat Loss,biotin,powder,After breakfast,Yes,2,1 scoop daily,8,Check allergy source such as fish/bovine collagen,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Weekly,8-12 weeks for skin/joint support,Log missed doses honestly
SR0128,Joint Support,General Wellness,glucosamine,gel,Morning,Yes,1,1-2 capsules daily with meal,8,Check shellfish allergy for glucosamine,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Daily,8-12 weeks for joint comfort support,Set a daily reminder in the app
SR0129,Mineral,Arms,zinc,softgel,Night,Yes,2,Take as directed on label,8,Separate calcium/iron from levothyroxine by 4 hours,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Daily,8-12 weeks for deficiency support,Take it at the same time every day
SR0130,Protein,General Wellness,soy protein,liquid,After workout,Yes,1,1 scoop with water or milk,8,Avoid excessive intake with kidney disease,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Daily,8-12 weeks for muscle gain support,Stop and report side effects
SR0131,General Wellness,Body Building,multivitamin,tablet,Morning,Yes,1,1 serving daily,8,Do not combine duplicate ingredients,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Daily,4-8 weeks for general wellness support,Set a daily reminder in the app
SR0132,Protein,Immunity,casein protein,gel,Morning,Yes,1,1 serving after workout,8,Avoid if lactose intolerant unless using plant protein,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Weekly,4-8 weeks for recovery improvement,Take it at the same time every day
SR0133,Vitamin,Immunity,multivitamin,liquid,After breakfast,Yes,1,1 capsule daily,16,Avoid exceeding daily upper limit,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Daily,4-12 weeks for wellness support,Set a daily reminder in the app
SR0134,Joint Support,Fat Loss,glucosamine,liquid,After dinner,Yes,1,Follow label dosage,16,Check shellfish allergy for glucosamine,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Daily,8-12 weeks for joint comfort support,Set a daily reminder in the app
SR0135,Omega-3,Heart Health,omega-3,tablet,After breakfast,Yes,1,1 softgel after meal,8,Consult doctor before surgery,Use caution with blood-thinning medication,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Weekly,8-12 weeks for heart health support,Stop and report side effects
SR0136,Collagen Protein,Fat Loss,vitamin c,capsule,Morning,Optional,1,1 serving with water,16,Check allergy source such as fish/bovine collagen,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Daily,8-12 weeks for skin/joint support,Set a daily reminder in the app
