supplement_id,name,category,target_goal,ingredients,dosage,price_range,brand,size,form,price_lkr,price_range_lkr,currency,store_name,price_source,last_checked,data_type,price_note,rating
S0081,PureForm Casein Protein Advanced,Protein,Recovery,casein protein,1 scoop before sleep,Low,MuscleTech,2lb-5lb,powder,32500,25000-50000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.2
S0082,BioActive Iron Supplement Ultra,Mineral,Energy Boost,iron ferrous bisglycinate,1 tablet between meals,Medium,21st Century,60-120 count,tablet,7800,5000-10000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.2
S0083,VitaLab Green Tea Extract Pro,Herbal,Weight Loss,green tea extract; caffeine,1 capsule morning,Medium,Nutricost,60-120 count,capsule,10900,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,3.9
S0084,StrongLife Pre-Workout Caffeine Pro,Performance,Energy Boost,caffeine; beta-alanine; citrulline,30 min before workout,Medium,Cellucor,300g-500g,powder,14400,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.7
S0085,NutriMax Omega-3 Fish Oil Plus,Fatty Acid,Endurance,omega-3 EPA DHA; fish oil,1 softgel with meal,Medium,Nature Made,60-120 count,softgel,4500,0-5000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.6
S0086,FitCore Beta-Alanine,Performance,Endurance,beta-alanine,2-3g daily,Low,BSN,300g-500g,powder,5300,5000-10000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,3.5
S0087,ActiveFuel Probiotic Complex Pro,Digestive,General Wellness,lactobacillus; bifidobacterium,1 capsule before meal,High,NOW Foods,60-120 count,capsule,12600,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.5
S0088,HealthPlus Vitamin C Basic,Vitamin,Immunity,ascorbic acid,1 tablet after meal,Low,Nature Made,60-120 count,tablet,2000,0-5000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.4
S0089,WellGen BCAA Ultra,Amino Acid,Recovery,leucine; isoleucine; valine,5-10g during/after workout,Medium,BPI,300g-500g,powder,9500,5000-10000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,3.5
S0090,CeyFit Iron Supplement Advanced,Mineral,Energy Boost,iron ferrous bisglycinate,1 tablet between meals,High,NOW Foods,60-120 count,tablet,11600,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.3
S0091,WellGen Iron Supplement Basic,Mineral,Arm Muscle Growth,iron ferrous bisglycinate,1 tablet between meals,Low,Nature Made,60-120 count,tablet,1900,0-5000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.3
S0092,OptiWell Beta-Alanine Ultra,Performance,Arm Muscle Growth,beta-alanine,2-3g daily,Low,Applied Nutrition,300g-500g,powder,7900,5000-10000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,3.1
S0093,CeyFit BCAA Advanced,Amino Acid,Recovery,leucine; isoleucine; valine,5-10g during/after workout,Medium,BPI,300g-500g,powder,17500,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.1
S0094,FitCore Vitamin C Basic,Vitamin,Heart Health,ascorbic acid,1 tablet after meal,Low,21st Century,60-120 count,tablet,3800,0-5000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.5
S0095,StrongLife Ashwagandha Basic,Herbal,Weight Loss,ashwagandha extract,1 capsule evening,Medium,Himalaya,60-120 count,capsule,5600,5000-10000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,3.7
S0096,FitCore Whey Protein,Protein,Muscle Gain,whey protein isolate; branched-chain amino acids,1 scoop after workout,Medium,Dymatize,2lb-5lb,powder,18500,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.5
S0097,HealthPlus Multivitamin Plus,Vitamin,General Wellness,vitamin A; vitamin C; vitamin E; zinc; selenium,1 tablet with breakfast,Low,NOW Foods,60-120 count,tablet,4300,0-5000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,3.7
S0098,NutriMax Vitamin D3,Vitamin,Bone Health,vitamin D3 cholecalciferol,1000-2000 IU with meal,Low,NOW Foods,60-120 count,capsule,2900,0-5000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.6
S0099,NutriMax Iron Supplement Pro,Mineral,Energy Boost,iron ferrous bisglycinate,1 tablet between meals,Low,Generic Wellness,60-120 count,tablet,2000,0-5000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.8
S0100,PureForm Pre-Workout Caffeine Pro,Performance,Energy Boost,caffeine; beta-alanine; citrulline,30 min before workout,Medium,Cellucor,300g-500g,powder,12500,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4
S0101,CeyFit Collagen Peptides Advanced,Protein,Hair and Skin,collagen peptides; vitamin C,1 scoop daily,High,Mutant,2lb-5lb,powder,12500,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,3.9
S0102,StrongLife Collagen Peptides Basic,Protein,Arm Muscle Growth,collagen peptides; vitamin C,1 scoop daily,Low,Applied Nutrition,2lb-5lb,powder,22500,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.2
S0103,OptiWell L-Carnitine,Amino Acid,Weight Loss,L-carnitine,1 serving before workout,Medium,Applied Nutrition,300g-500g,powder,17500,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.1
S0104,PureForm Vitamin D3 Advanced,Vitamin,Bone Health,vitamin D3 cholecalciferol,1000-2000 IU with meal,Low,21st Century,60-120 count,capsule,2800,0-5000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.4
S0105,WellGen BCAA Pro,Amino Acid,Recovery,leucine; isoleucine; valine,5-10g during/after workout,Low,Generic Amino,300g-500g,powder,9500,5000-10000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.5
S0106,CeyFit Green Tea Extract Advanced,Herbal,Weight Loss,green tea extract; caffeine,1 capsule morning,Medium,NOW Foods,60-120 count,capsule,8700,5000-10000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.2
S0107,StrongLife Electrolyte Mix Pro,Hydration,Endurance,sodium; potassium; magnesium,during workout,Medium,Applied Nutrition,1 serving-300g,powder,1000,0-5000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.2
S0108,HealthPlus Vitamin D3 Ultra,Vitamin,Bone Health,vitamin D3 cholecalciferol,1000-2000 IU with meal,Low,21st Century,60-120 count,capsule,2900,0-5000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.2
S0109,WellGen Turmeric Curcumin Pro,Herbal,Joint Support,curcumin; black pepper extract,1 capsule with meal,High,Nutricost,60-120 count,capsule,13900,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.1
S0110,WellGen L-Carnitine Basic,Amino Acid,Weight Loss,L-carnitine,1 serving before workout,Medium,TNT,300g-500g,powder,12500,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.3
S0111,VitaLab Multivitamin Basic,Vitamin,Arm Muscle Growth,vitamin A; vitamin C; vitamin E; zinc; selenium,1 tablet with breakfast,Low,Generic Wellness,60-120 count,tablet,3000,0-5000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,3.9
S0112,HealthPlus Collagen Peptides Advanced,Protein,Energy Boost,collagen peptides; vitamin C,1 scoop daily,High,Mutant,2lb-5lb,powder,22500,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.5
S0113,NutriMax Collagen Peptides Ultra,Protein,Hair and Skin,collagen peptides; vitamin C,1 scoop daily,High,Generic Sports Nutrition,2lb-5lb,powder,17500,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.1
S0114,HealthPlus Omega-3 Fish Oil Basic,Fatty Acid,Heart Health,omega-3 EPA DHA; fish oil,1 softgel with meal,Medium,Nature Made,60-120 count,softgel,4500,0-5000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4
S0115,ProNutra Pre-Workout Caffeine,Performance,Energy Boost,caffeine; beta-alanine; citrulline,30 min before workout,Low,Cellucor,300g-500g,powder,8200,5000-10000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.2
S0116,CeyFit Vitamin C,Vitamin,Immunity,ascorbic acid,1 tablet after meal,High,Generic Wellness,60-120 count,tablet,15500,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.3
S0117,FitCore Omega-3 Fish Oil,Fatty Acid,Heart Health,omega-3 EPA DHA; fish oil,1 softgel with meal,Medium,Generic Omega,60-120 count,softgel,4500,0-5000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.5
S0118,HealthPlus Electrolyte Mix Pro,Hydration,Endurance,sodium; potassium; magnesium,during workout,Low,Applied Nutrition,1 serving-300g,powder,3500,0-5000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.7
S0119,CeyFit Glucosamine Chondroitin Plus,Joint,Joint Support,glucosamine; chondroitin,1 tablet with meal,High,Generic Joint Support,60-120 count,tablet,17900,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.4
S0120,ActiveFuel BCAA Plus,Amino Acid,Recovery,leucine; isoleucine; valine,5-10g during/after workout,Medium,Generic Amino,300g-500g,powder,12500,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,3.6
S0121,NutriMax Beta-Alanine Pro,Performance,Endurance,beta-alanine,2-3g daily,Low,Nutricost,300g-500g,powder,7800,5000-10000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.7
