guidance_id,bmi_category,food_name,food_group,calories_kcal,carbs_g,sugar_g,sodium_mg,suitability_score,recommendation_level,guidance_note
BFG00229,Overweight,Green Tea,beverage,2,0,0,5,105,Recommended,"Prefer lower-calorie, high-fiber options and control portions."
BFG00230,Obese,Fish Curry,protein,220,4,1,380,30,Limit/Avoid,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG00231,Obese,Banana,fruit,105,27,14,1,60,Use with caution,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG00232,Underweight,Papaya,fruit,60,15,10,4,82,Recommended,Prioritize nutrient-dense foods and adequate calories.
BFG00233,Healthy,Banana,fruit,105,27,14,1,60,Use with caution,Maintain balanced portions and variety.
BFG00234,Obese,Fish Curry,protein,220,4,1,380,30,Limit/Avoid,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG00235,Overweight,Spinach Curry,leafy vegetable,90,8,2,120,75,Recommended,"Prefer lower-calorie, high-fiber options and control portions."
BFG00236,Overweight,Spinach Curry,leafy vegetable,90,8,2,120,75,Recommended,"Prefer lower-calorie, high-fiber options and control portions."
BFG00237,Underweight,Yogurt,dairy,120,18,15,90,7,Limit/Avoid,Prioritize nutrient-dense foods and adequate calories.
BFG00238,Healthy,Cheese,dairy,110,1,0,180,35,Limit/Avoid,Maintain balanced portions and variety.
BFG00239,Healthy,Yogurt,dairy,120,18,15,90,7,Limit/Avoid,Maintain balanced portions and variety.
BFG00240,Underweight,Kola Kenda,herbal drink,120,20,3,80,76,Recommended,Prioritize nutrient-dense foods and adequate calories.
BFG00241,Overweight,Ceylon Tea,beverage,5,1,0,2,103,Recommended,"Prefer lower-calorie, high-fiber options and control portions."
BFG00242,Overweight,Grapefruit Juice,fruit beverage,96,23,22,2,0,Limit/Avoid,"Prefer lower-calorie, high-fiber options and control portions."
BFG00243,Healthy,Red Rice,grain,210,45,1,5,55,Use with caution,Maintain balanced portions and variety.
BFG00244,Obese,Spinach Curry,leafy vegetable,90,8,2,120,80,Recommended,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG00245,Obese,Chicken Curry,protein,260,6,2,420,25,Limit/Avoid,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG00246,Obese,Cucumber Salad,vegetable,25,5,2,5,111,Recommended,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG00247,Underweight,Kola Kenda,herbal drink,120,20,3,80,76,Recommended,Prioritize nutrient-dense foods and adequate calories.
BFG00248,Healthy,White Rice,grain,240,53,0,2,45,Use with caution,Maintain balanced portions and variety.
BFG00249,Obese,Watermelon Juice,beverage,80,20,16,3,63,Use with caution,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG00250,Healthy,Red Rice,grain,210,45,1,5,55,Use with caution,Maintain balanced portions and variety.
BFG00251,Obese,Apple,fruit,95,25,19,2,55,Use with caution,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG00252,Obese,Oats,grain,160,28,1,2,85,Recommended,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG00253,Obese,Red Rice,grain,210,45,1,5,25,Limit/Avoid,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG00254,Obese,Spinach Curry,leafy vegetable,90,8,2,120,80,Recommended,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG00255,Healthy,Oats,grain,160,28,1,2,85,Recommended,Maintain balanced portions and variety.
BFG00256,Overweight,Beer,alcohol beverage,154,13,0,14,10,Limit/Avoid,"Prefer lower-calorie, high-fiber options and control portions."
BFG00257,Overweight,Fish Curry,protein,220,4,1,380,60,Use with caution,"Prefer lower-calorie, high-fiber options and control portions."
BFG00258,Overweight,Banana,fruit,105,27,14,1,70,Use with caution,"Prefer lower-calorie, high-fiber options and control portions."
BFG00259,Healthy,Coconut Roti,grain,300,42,4,210,35,Limit/Avoid,Maintain balanced portions and variety.
BFG00260,Healthy,Ceylon Tea,beverage,5,1,0,2,93,Recommended,Maintain balanced portions and variety.
BFG00261,Healthy,Kola Kenda,herbal drink,120,20,3,80,76,Recommended,Maintain balanced portions and variety.
BFG00262,Obese,Beer,alcohol beverage,154,13,0,14,10,Limit/Avoid,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG00263,Healthy,Ceylon Tea,beverage,5,1,0,2,93,Recommended,Maintain balanced portions and variety.
BFG00264,Obese,Banana,fruit,105,27,14,1,60,Use with caution,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG00265,Underweight,Coconut Roti,grain,300,42,4,210,50,Use with caution,Prioritize nutrient-dense foods and adequate calories.
BFG00266,Healthy,Milk,dairy drink,150,12,12,120,7,Limit/Avoid,Maintain balanced portions and variety.
BFG00267,Obese,Spinach Curry,leafy vegetable,90,8,2,120,80,Recommended,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG00268,Overweight,Fish Curry,protein,220,4,1,380,60,Use with caution,"Prefer lower-calorie, high-fiber options and control portions."
BFG00269,Healthy,Avocado,fruit,240,12,1,10,70,Use with caution,Maintain balanced portions and variety.
BFG00270,Obese,Banana,fruit,105,27,14,1,60,Use with caution,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG00271,Obese,Milk,dairy drink,150,12,12,120,7,Limit/Avoid,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG00272,Overweight,Chicken Curry,protein,260,6,2,420,35,Limit/Avoid,"Prefer lower-calorie, high-fiber options and control portions."
BFG00273,Healthy,Fish Curry,protein,220,4,1,380,60,Use with caution,Maintain balanced portions and variety.
BFG00274,Overweight,Grapefruit Juice,fruit beverage,96,23,22,2,0,Limit/Avoid,"Prefer lower-calorie, high-fiber options and control portions."
BFG00275,Healthy,Green Tea,beverage,2,0,0,5,95,Recommended,Maintain balanced portions and variety.
BFG00276,Overweight,Yogurt,dairy,120,18,15,90,7,Limit/Avoid,"Prefer lower-calorie, high-fiber options and control portions."
BFG00277,Obese,Orange Juice,beverage,110,26,21,2,42,Limit/Avoid,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG00278,Underweight,Oats,grain,160,28,1,2,100,Recommended,Prioritize nutrient-dense foods and adequate calories.
BFG00279,Obese,Banana,fruit,105,27,14,1,60,Use with caution,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG00280,Underweight,Apple,fruit,95,25,19,2,70,Use with caution,Prioritize nutrient-dense foods and adequate calories.
BFG00281,Overweight,Coconut Roti,grain,300,42,4,210,15,Limit/Avoid,"Prefer lower-calorie, high-fiber options and control portions."
BFG00282,Obese,White Rice,grain,240,53,0,2,15,Limit/Avoid,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG00283,Healthy,Green Tea,beverage,2,0,0,5,95,Recommended,Maintain balanced portions and variety.
BFG00284,Obese,Grapefruit Juice,fruit beverage,96,23,22,2,0,Limit/Avoid,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG00285,Healthy,Grapefruit Juice,fruit beverage,96,23,22,2,8,Limit/Avoid,Maintain balanced portions and variety.
BFG00286,Overweight,Beer,alcohol beverage,154,13,0,14,10,Limit/Avoid,"Prefer lower-calorie, high-fiber options and control portions."
BFG00287,Healthy,Fish Curry,protein,220,4,1,380,60,Use with caution,Maintain balanced portions and variety.
BFG00288,Underweight,Coconut Roti,grain,300,42,4,210,50,Use with caution,Prioritize nutrient-dense foods and adequate calories.
BFG00289,Overweight,Fish Curry,protein,220,4,1,380,60,Use with caution,"Prefer lower-calorie, high-fiber options and control portions."
BFG00290,Obese,Cheese,dairy,110,1,0,180,35,Limit/Avoid,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG00291,Obese,Banana,fruit,105,27,14,1,60,Use with caution,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG00292,Obese,Milk,dairy drink,150,12,12,120,7,Limit/Avoid,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG00293,Underweight,Kola Kenda,herbal drink,120,20,3,80,76,Recommended,Prioritize nutrient-dense foods and adequate calories.
BFG00294,Overweight,Milk,dairy drink,150,12,12,120,7,Limit/Avoid,"Prefer lower-calorie, high-fiber options and control portions."
BFG00295,Underweight,Beer,alcohol beverage,154,13,0,14,25,Limit/Avoid,Prioritize nutrient-dense foods and adequate calories.
BFG00296,Underweight,Banana,fruit,105,27,14,1,60,Use with caution,Prioritize nutrient-dense foods and adequate calories.
BFG00297,Overweight,Beer,alcohol beverage,154,13,0,14,10,Limit/Avoid,"Prefer lower-calorie, high-fiber options and control portions."
BFG00298,Obese,Spinach Curry,leafy vegetable,90,8,2,120,80,Recommended,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG00299,Obese,Cheese,dairy,110,1,0,180,35,Limit/Avoid,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG00300,Underweight,Chicken Curry,protein,260,6,2,420,70,Use with caution,Prioritize nutrient-dense foods and adequate calories.
BFG00301,Underweight,Ceylon Tea,beverage,5,1,0,2,83,Recommended,Prioritize nutrient-dense foods and adequate calories.
BFG00302,Healthy,Cheese,dairy,110,1,0,180,35,Limit/Avoid,Maintain balanced portions and variety.
BFG00303,Underweight,Kola Kenda,herbal drink,120,20,3,80,76,Recommended,Prioritize nutrient-dense foods and adequate calories.
BFG00304,Obese,Grapefruit Juice,fruit beverage,96,23,22,2,0,Limit/Avoid,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG00305,Obese,Milk,dairy drink,150,12,12,120,7,Limit/Avoid,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG00306,Overweight,Apple,fruit,95,25,19,2,60,Use with caution,"Prefer lower-calorie, high-fiber options and control portions."
BFG00307,Overweight,Cheese,dairy,110,1,0,180,45,Use with caution,"Prefer lower-calorie, high-fiber options and control portions."
BFG00308,Healthy,Yogurt,dairy,120,18,15,90,7,Limit/Avoid,Maintain balanced portions and variety.
BFG00309,Underweight,Yogurt,dairy,120,18,15,90,7,Limit/Avoid,Prioritize nutrient-dense foods and adequate calories.
BFG00310,Obese,Watermelon Juice,beverage,80,20,16,3,63,Use with caution,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG00311,Overweight,Banana,fruit,105,27,14,1,70,Use with caution,"Prefer lower-calorie, high-fiber options and control portions."
BFG00312,Overweight,Milk,dairy drink,150,12,12,120,7,Limit/Avoid,"Prefer lower-calorie, high-fiber options and control portions."
BFG00313,Underweight,Papaya,fruit,60,15,10,4,82,Recommended,Prioritize nutrient-dense foods and adequate calories.
BFG00314,Healthy,Chicken Curry,protein,260,6,2,420,55,Use with caution,Maintain balanced portions and variety.
BFG00315,Overweight,Yogurt,dairy,120,18,15,90,7,Limit/Avoid,"Prefer lower-calorie, high-fiber options and control portions."
BFG00316,Healthy,Watermelon Juice,beverage,80,20,16,3,78,Recommended,Maintain balanced portions and variety.
BFG00317,Overweight,Milk,dairy drink,150,12,12,120,7,Limit/Avoid,"Prefer lower-calorie, high-fiber options and control portions."
BFG00318,Obese,Banana,fruit,105,27,14,1,60,Use with caution,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG00319,Obese,Spinach Curry,leafy vegetable,90,8,2,120,80,Recommended,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG00320,Healthy,Spinach Curry,leafy vegetable,90,8,2,120,65,Use with caution,Maintain balanced portions and variety.
BFG00321,Healthy,Cheese,dairy,110,1,0,180,35,Limit/Avoid,Maintain balanced portions and variety.
BFG00322,Underweight,Cucumber Salad,vegetable,25,5,2,5,86,Recommended,Prioritize nutrient-dense foods and adequate calories.
BFG00323,Overweight,Ceylon Tea,beverage,5,1,0,2,103,Recommended,"Prefer lower-calorie, high-fiber options and control portions."
BFG00324,Underweight,Lentil Curry,legume,180,28,3,260,87,Recommended,Prioritize nutrient-dense foods and adequate calories.
BFG00325,Healthy,Spinach Curry,leafy vegetable,90,8,2,120,65,Use with caution,Maintain balanced portions and variety.
BFG00326,Underweight,Coconut Roti,grain,300,42,4,210,50,Use with caution,Prioritize nutrient-dense foods and adequate calories.
BFG00327,Underweight,Milk,dairy drink,150,12,12,120,7,Limit/Avoid,Prioritize nutrient-dense foods and adequate calories.
BFG00328,Underweight,White Rice,grain,240,53,0,2,60,Use with caution,Prioritize nutrient-dense foods and adequate calories.
BFG00329,Healthy,Cucumber Salad,vegetable,25,5,2,5,96,Recommended,Maintain balanced portions and variety.
BFG00330,Obese,Beer,alcohol beverage,154,13,0,14,10,Limit/Avoid,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG00331,Healthy,Chicken Curry,protein,260,6,2,420,55,Use with caution,Maintain balanced portions and variety.
BFG00332,Underweight,Fish Curry,protein,220,4,1,380,75,Recommended,Prioritize nutrient-dense foods and adequate calories.
BFG00333,Overweight,Ceylon Tea,beverage,5,1,0,2,103,Recommended,"Prefer lower-calorie, high-fiber options and control portions."
BFG00334,Overweight,Coconut Roti,grain,300,42,4,210,15,Limit/Avoid,"Prefer lower-calorie, high-fiber options and control portions."
BFG00335,Obese,Banana,fruit,105,27,14,1,60,Use with caution,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG00336,Healthy,Spinach Curry,leafy vegetable,90,8,2,120,65,Use with caution,Maintain balanced portions and variety.
BFG00337,Healthy,Orange Juice,beverage,110,26,21,2,72,Use with caution,Maintain balanced portions and variety.
BFG00338,Obese,Kola Kenda,herbal drink,120,20,3,80,76,Recommended,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG00339,Underweight,Milk,dairy drink,150,12,12,120,7,Limit/Avoid,Prioritize nutrient-dense foods and adequate calories.
BFG00340,Overweight,Lentil Curry,legume,180,28,3,260,72,Use with caution,"Prefer lower-calorie, high-fiber options and control portions."
BFG00341,Obese,Spinach Curry,leafy vegetable,90,8,2,120,80,Recommended,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG00342,Overweight,Grapefruit Juice,fruit beverage,96,23,22,2,0,Limit/Avoid,"Prefer lower-calorie, high-fiber options and control portions."
BFG00343,Overweight,Grapefruit Juice,fruit beverage,96,23,22,2,0,Limit/Avoid,"Prefer lower-calorie, high-fiber options and control portions."
BFG00344,Obese,Green Tea,beverage,2,0,0,5,110,Recommended,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG00345,Obese,Kola Kenda,herbal drink,120,20,3,80,76,Recommended,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG00346,Obese,Kola Kenda,herbal drink,120,20,3,80,76,Recommended,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG00347,Underweight,Ceylon Tea,beverage,5,1,0,2,83,Recommended,Prioritize nutrient-dense foods and adequate calories.
BFG00348,Healthy,Watermelon Juice,beverage,80,20,16,3,78,Recommended,Maintain balanced portions and variety.
BFG00349,Overweight,Lentil Curry,legume,180,28,3,260,72,Use with caution,"Prefer lower-calorie, high-fiber options and control portions."
BFG00350,Overweight,Coconut Roti,grain,300,42,4,210,15,Limit/Avoid,"Prefer lower-calorie, high-fiber options and control portions."
BFG00351,Underweight,White Rice,grain,240,53,0,2,60,Use with caution,Prioritize nutrient-dense foods and adequate calories.
BFG00352,Obese,Cucumber Salad,vegetable,25,5,2,5,111,Recommended,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG00353,Obese,Cucumber Salad,vegetable,25,5,2,5,111,Recommended,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG00354,Healthy,White Rice,grain,240,53,0,2,45,Use with caution,Maintain balanced portions and variety.
BFG00355,Underweight,Grapefruit Juice,fruit beverage,96,23,22,2,8,Limit/Avoid,Prioritize nutrient-dense foods and adequate calories.
BFG00356,Obese,Kola Kenda,herbal drink,120,20,3,80,76,Recommended,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG00357,Underweight,Chicken Curry,protein,260,6,2,420,70,Use with caution,Prioritize nutrient-dense foods and adequate calories.
BFG00358,Overweight,Lentil Curry,legume,180,28,3,260,72,Use with caution,"Prefer lower-calorie, high-fiber options and control portions."
BFG00359,Underweight,Green Tea,beverage,2,0,0,5,85,Recommended,Prioritize nutrient-dense foods and adequate calories.
BFG00360,Underweight,Milk,dairy drink,150,12,12,120,7,Limit/Avoid,Prioritize nutrient-dense foods and adequate calories.
BFG00361,Overweight,Apple,fruit,95,25,19,2,60,Use with caution,"Prefer lower-calorie, high-fiber options and control portions."
