interaction_id,medicine_1_name,medicine_1_active_ingredient,medicine_1_class,medicine_2_name,medicine_2_active_ingredient,medicine_2_class,interaction_risk,severity,risk_score,mechanism,recommendation,source_type,evidence_level
DDI00119,Fluconazole 150mg Tablet,Fluconazole,Antifungal,Losar 50 Tablet,Losartan,ARB,Moderate,Moderate,65,Potential additive side-effect risk based on medicine class,Use with caution and consult pharmacist if unsure,rule_based,medium
DDI00120,Furosemide 40mg Tablet,Furosemide,Diuretic,Amoxicillin 500mg Capsule,Amoxicillin,Antibiotic,Safe,Low,4,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,high
DDI00121,Digoxin 0.25mg Tablet,Digoxin,Cardiac glycoside,Amoxicillin 500mg Capsule,Amoxicillin,Antibiotic,Moderate,Moderate,53,Potential additive side-effect risk based on medicine class,Use with caution and consult pharmacist if unsure,synthetic_model,low
DDI00122,Enalapril 5mg Tablet,Enalapril,ACE inhibitor,Phenytoin 100mg Capsule,Phenytoin,Anticonvulsant,Safe,Low,9,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,high
DDI00123,Azithromycin 500mg Tablet,Azithromycin,Antibiotic,Diazepam 5mg Tablet,Diazepam,Benzodiazepine,Moderate,Moderate,59,Potential additive side-effect risk based on medicine class,Use with caution and consult pharmacist if unsure,synthetic_model,medium
DDI00124,Amoxicillin 500mg Capsule,Amoxicillin,Antibiotic,Phenytoin 100mg Capsule,Phenytoin,Anticonvulsant,Safe,Low,17,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,high
DDI00125,Phenytoin 100mg Capsule,Phenytoin,Anticonvulsant,Hydrochlorothiazide 25mg Tablet,Hydrochlorothiazide,Diuretic,Safe,Low,28,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,medium
DDI00126,Clopidogrel 75mg Tablet,Clopidogrel,Antiplatelet,Prednisolone 5mg Tablet,Prednisolone,Corticosteroid,Safe,Low,21,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,medium
DDI00127,Digoxin 0.25mg Tablet,Digoxin,Cardiac glycoside,Aspirin 75mg Tablet,Aspirin,Antiplatelet,Safe,Low,13,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,medium
DDI00128,Aspirin 75mg Tablet,Aspirin,Antiplatelet,Amlodipine 5mg Tablet,Amlodipine,Calcium channel blocker,Moderate,Moderate,57,Potential additive side-effect risk based on medicine class,Use with caution and consult pharmacist if unsure,rule_based,low
DDI00129,Ibu 400 Tablet,Ibuprofen,NSAID,Metformin 500mg Tablet,Metformin,Antidiabetic,Safe,Low,26,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,low
DDI00130,Fluconazole 150mg Tablet,Fluconazole,Antifungal,Paracetamol 500mg Tablet,Acetaminophen,Analgesic,Safe,Low,31,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,high
DDI00131,Metformin 500mg Tablet,Metformin,Antidiabetic,Losar 50 Tablet,Losartan,ARB,Safe,Low,15,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,low
DDI00132,Clopidogrel 75mg Tablet,Clopidogrel,Antiplatelet,Cetirizine 10mg Tablet,Cetirizine,Antihistamine,Safe,Low,33,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,medium
DDI00133,Azithromycin 500mg Tablet,Azithromycin,Antibiotic,Furosemide 40mg Tablet,Furosemide,Diuretic,Safe,Low,29,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,medium
DDI00134,Amlodipine 5mg Tablet,Amlodipine,Calcium channel blocker,Paracetamol 500mg Tablet,Acetaminophen,Analgesic,Safe,Low,12,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,high
DDI00135,Azithromycin 500mg Tablet,Azithromycin,Antibiotic,Furosemide 40mg Tablet,Furosemide,Diuretic,Moderate,Moderate,46,Potential additive side-effect risk based on medicine class,Use with caution and consult pharmacist if unsure,rule_based,low
DDI00136,Sertraline 50mg Tablet,Sertraline,SSRI,Amlodipine 5mg Tablet,Amlodipine,Calcium channel blocker,Safe,Low,33,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,high
DDI00137,Phenytoin 100mg Capsule,Phenytoin,Anticonvulsant,Ibu 400 Tablet,Ibuprofen,NSAID,Safe,Low,23,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,medium
DDI00138,Warf 5 Tablet,Warfarin,Anticoagulant,Doxycycline 100mg Capsule,Doxycycline,Antibiotic,Safe,Low,17,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,high
DDI00139,Furosemide 40mg Tablet,Furosemide,Diuretic,Losar 50 Tablet,Losartan,ARB,Safe,Low,8,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,high
DDI00140,Digoxin 0.25mg Tablet,Digoxin,Cardiac glycoside,Warf 5 Tablet,Warfarin,Anticoagulant,Safe,Low,30,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,medium
DDI00141,Aspirin 75mg Tablet,Aspirin,Antiplatelet,Thyrox 50mcg Tablet,Levothyroxine,Thyroid hormone,Moderate,Moderate,55,Potential additive side-effect risk based on medicine class,Use with caution and consult pharmacist if unsure,rule_based,high
DDI00142,Omeprazole 20mg Capsule,Omeprazole,PPI,Sertraline 50mg Tablet,Sertraline,SSRI,Safe,Low,3,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,high
DDI00143,Carbamazepine 200mg Tablet,Carbamazepine,Anticonvulsant,Clopidogrel 75mg Tablet,Clopidogrel,Antiplatelet,Moderate,Moderate,47,Potential additive side-effect risk based on medicine class,Use with caution and consult pharmacist if unsure,rule_based,low
DDI00144,Fluconazole 150mg Tablet,Fluconazole,Antifungal,Amoxicillin 500mg Capsule,Amoxicillin,Antibiotic,Safe,Low,14,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,medium
DDI00145,Hydrochlorothiazide 25mg Tablet,Hydrochlorothiazide,Diuretic,Cipro 500 Tablet,Ciprofloxacin,Antibiotic,Safe,Low,27,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,low
DDI00146,Prednisolone 5mg Tablet,Prednisolone,Corticosteroid,Andol 0.5mg Tablet,Alprazolam,Benzodiazepine,Safe,Low,6,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,low
DDI00147,Ibu 400 Tablet,Ibuprofen,NSAID,Amlodipine 5mg Tablet,Amlodipine,Calcium channel blocker,Safe,Low,10,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,high
DDI00148,Furosemide 40mg Tablet,Furosemide,Diuretic,Metformin 500mg Tablet,Metformin,Antidiabetic,Safe,Low,26,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,low
DDI00149,Prednisolone 5mg Tablet,Prednisolone,Corticosteroid,Sertraline 50mg Tablet,Sertraline,SSRI,Safe,Low,14,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,low
DDI00150,Losar 50 Tablet,Losartan,ARB,Doxycycline 100mg Capsule,Doxycycline,Antibiotic,Moderate,Moderate,61,Potential additive side-effect risk based on medicine class,Use with caution and consult pharmacist if unsure,rule_based,medium
DDI00151,Carbamazepine 200mg Tablet,Carbamazepine,Anticonvulsant,Insulin Regular,Insulin,Antidiabetic,Safe,Low,12,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,high
DDI00152,Furosemide 40mg Tablet,Furosemide,Diuretic,Paracetamol 500mg Tablet,Acetaminophen,Analgesic,Safe,Low,17,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,high
DDI00153,Andol 0.5mg Tablet,Alprazolam,Benzodiazepine,Thyrox 50mcg Tablet,Levothyroxine,Thyroid hormone,Safe,Low,18,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,high
DDI00154,Cipro 500 Tablet,Ciprofloxacin,Antibiotic,Doxycycline 100mg Capsule,Doxycycline,Antibiotic,Safe,Low,25,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,low
DDI00155,Furosemide 40mg Tablet,Furosemide,Diuretic,Sertraline 50mg Tablet,Sertraline,SSRI,Safe,Low,2,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,low
DDI00156,Aspirin 75mg Tablet,Aspirin,Antiplatelet,Prednisolone 5mg Tablet,Prednisolone,Corticosteroid,Safe,Low,5,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,low
DDI00157,Phenytoin 100mg Capsule,Phenytoin,Anticonvulsant,Digoxin 0.25mg Tablet,Digoxin,Cardiac glycoside,Safe,Low,1,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,low
DDI00158,Andol 0.5mg Tablet,Alprazolam,Benzodiazepine,Fluconazole 150mg Tablet,Fluconazole,Antifungal,Safe,Low,30,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,medium
DDI00159,Thyrox 50mcg Tablet,Levothyroxine,Thyroid hormone,Clopidogrel 75mg Tablet,Clopidogrel,Antiplatelet,Safe,Low,31,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,medium
DDI00160,Cetirizine 10mg Tablet,Cetirizine,Antihistamine,Amoxicillin 500mg Capsule,Amoxicillin,Antibiotic,Safe,Low,6,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,medium
DDI00161,Amoxicillin 500mg Capsule,Amoxicillin,Antibiotic,Doxycycline 100mg Capsule,Doxycycline,Antibiotic,Safe,Low,25,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,medium
DDI00162,Metformin 500mg Tablet,Metformin,Antidiabetic,Aspirin 75mg Tablet,Aspirin,Antiplatelet,Safe,Low,7,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,low
DDI00163,Phenytoin 100mg Capsule,Phenytoin,Anticonvulsant,Warf 5 Tablet,Warfarin,Anticoagulant,Moderate,Moderate,64,Complex interaction may affect anticoagulant and anticonvulsant levels,Medical monitoring recommended,synthetic_model,medium
DDI00164,Andol 0.5mg Tablet,Alprazolam,Benzodiazepine,Ibu 400 Tablet,Ibuprofen,NSAID,Safe,Low,31,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,high
DDI00165,Ibu 400 Tablet,Ibuprofen,NSAID,Amlodipine 5mg Tablet,Amlodipine,Calcium channel blocker,Safe,Low,18,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,low
DDI00166,Sertraline 50mg Tablet,Sertraline,SSRI,Atorva 20 Tablet,Atorvastatin,Statin,Safe,Low,15,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,medium
DDI00167,Furosemide 40mg Tablet,Furosemide,Diuretic,Warf 5 Tablet,Warfarin,Anticoagulant,Safe,Low,5,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,high
DDI00168,Cipro 500 Tablet,Ciprofloxacin,Antibiotic,Atorva 20 Tablet,Atorvastatin,Statin,Safe,Low,9,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,low
DDI00169,Losar 50 Tablet,Losartan,ARB,Diazepam 5mg Tablet,Diazepam,Benzodiazepine,Safe,Low,26,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,medium
DDI00170,Paracetamol 500mg Tablet,Acetaminophen,Analgesic,Cipro 500 Tablet,Ciprofloxacin,Antibiotic,Safe,Low,24,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,low
DDI00171,Diazepam 5mg Tablet,Diazepam,Benzodiazepine,Azithromycin 500mg Tablet,Azithromycin,Antibiotic,Moderate,Moderate,48,Potential additive side-effect risk based on medicine class,Use with caution and consult pharmacist if unsure,synthetic_model,medium
DDI00172,Hydrochlorothiazide 25mg Tablet,Hydrochlorothiazide,Diuretic,Carbamazepine 200mg Tablet,Carbamazepine,Anticonvulsant,Safe,Low,0,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,low
DDI00173,Losar 50 Tablet,Losartan,ARB,Phenytoin 100mg Capsule,Phenytoin,Anticonvulsant,Safe,Low,31,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,medium
DDI00174,Furosemide 40mg Tablet,Furosemide,Diuretic,Sertraline 50mg Tablet,Sertraline,SSRI,Safe,Low,35,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,medium
DDI00175,Hydrochlorothiazide 25mg Tablet,Hydrochlorothiazide,Diuretic,Aspirin 75mg Tablet,Aspirin,Antiplatelet,Moderate,Moderate,58,Potential additive side-effect risk based on medicine class,Use with caution and consult pharmacist if unsure,synthetic_model,high
DDI00176,Digoxin 0.25mg Tablet,Digoxin,Cardiac glycoside,Fluconazole 150mg Tablet,Fluconazole,Antifungal,Safe,Low,20,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,low
DDI00177,Hydrochlorothiazide 25mg Tablet,Hydrochlorothiazide,Diuretic,Carbamazepine 200mg Tablet,Carbamazepine,Anticonvulsant,Safe,Low,9,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,high
DDI00178,Simva 20 Tablet,Simvastatin,Statin,Diazepam 5mg Tablet,Diazepam,Benzodiazepine,Moderate,Moderate,43,Potential additive side-effect risk based on medicine class,Use with caution and consult pharmacist if unsure,synthetic_model,high
DDI00179,Diazepam 5mg Tablet,Diazepam,Benzodiazepine,Hydrochlorothiazide 25mg Tablet,Hydrochlorothiazide,Diuretic,Safe,Low,9,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,low
DDI00180,Simva 20 Tablet,Simvastatin,Statin,Metformin 500mg Tablet,Metformin,Antidiabetic,Safe,Low,16,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,low
DDI00181,Doxycycline 100mg Capsule,Doxycycline,Antibiotic,Omeprazole 20mg Capsule,Omeprazole,PPI,Safe,Low,21,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,medium
DDI00182,Insulin Regular,Insulin,Antidiabetic,Doxycycline 100mg Capsule,Doxycycline,Antibiotic,Moderate,Moderate,57,Potential additive side-effect risk based on medicine class,Use with caution and consult pharmacist if unsure,rule_based,low
DDI00183,Metformin 500mg Tablet,Metformin,Antidiabetic,Paracetamol 500mg Tablet,Acetaminophen,Analgesic,Safe,Low,18,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,low
DDI00184,Metformin 500mg Tablet,Metformin,Antidiabetic,Amoxicillin 500mg Capsule,Amoxicillin,Antibiotic,Moderate,Moderate,54,Potential additive side-effect risk based on medicine class,Use with caution and consult pharmacist if unsure,rule_based,low
DDI00185,Losar 50 Tablet,Losartan,ARB,Enalapril 5mg Tablet,Enalapril,ACE inhibitor,Moderate,Moderate,71,Dual RAAS blockade may increase kidney/potassium risk,Avoid routine combination unless specialist-directed,rule_based,high
DDI00186,Aspirin 75mg Tablet,Aspirin,Antiplatelet,Carbamazepine 200mg Tablet,Carbamazepine,Anticonvulsant,Safe,Low,22,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,medium
DDI00187,Simva 20 Tablet,Simvastatin,Statin,Paracetamol 500mg Tablet,Acetaminophen,Analgesic,Safe,Low,11,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,high
DDI00188,Metformin 500mg Tablet,Metformin,Antidiabetic,Prednisolone 5mg Tablet,Prednisolone,Corticosteroid,Moderate,Moderate,55,Potential additive side-effect risk based on medicine class,Use with caution and consult pharmacist if unsure,rule_based,high
DDI00189,Cipro 500 Tablet,Ciprofloxacin,Antibiotic,Insulin Regular,Insulin,Antidiabetic,Safe,Low,16,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,medium
